ROUTE,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
SEA-LAX,7656,56.0,7598.0,1418.0,89165.0,0.0073145245559038665,0.18662806001579363,11.735325085548828
SEA-LIH,928,5.0,910.0,175.0,10244.0,0.005387931034482759,0.19230769230769232,11.257142857142858
SEA-LWS,85,2.0,83.0,9.0,2625.0,0.023529411764705882,0.10843373493975904,31.626506024096386
SEA-MCI,1133,7.0,1124.0,226.0,13532.0,0.00617828773168579,0.20106761565836298,12.03914590747331
SEA-MCO,1829,13.0,1803.0,340.0,19436.0,0.007107709130672498,0.18857459789240155,10.779811425402107
SEA-MDW,488,3.0,481.0,106.0,5243.0,0.006147540983606557,0.2203742203742204,10.900207900207901
SEA-MFR,1157,4.0,1150.0,106.0,7905.0,0.003457216940363008,0.09217391304347826,6.873913043478261
SEA-MIA,750,2.0,740.0,192.0,15115.0,0.0026666666666666666,0.2594594594594595,20.425675675675677
SEA-MKE,385,1.0,383.0,72.0,3300.0,0.0025974025974025974,0.18798955613577023,8.616187989556137
SEA-MRY,259,0.0,256.0,35.0,2318.0,0.0,0.13671875,9.0546875
SEA-MSO,59,0.0,58.0,17.0,1006.0,0.0,0.29310344827586204,17.344827586206897
SEA-MSP,2639,21.0,2616.0,358.0,25623.0,0.007957559681697613,0.13685015290519878,9.794724770642201
SEA-MSY,644,1.0,640.0,118.0,5312.0,0.0015527950310559005,0.184375,8.3
SEA-OAK,2542,8.0,2533.0,530.0,29341.0,0.003147128245476003,0.20923805763916306,11.583497828661667
SEA-OGG,1723,10.0,1702.0,362.0,21847.0,0.005803830528148578,0.21269095182138661,12.836075205640423
SEA-OKC,331,1.0,329.0,76.0,3586.0,0.0030211480362537764,0.23100303951367782,10.899696048632219
SEA-OMA,402,2.0,398.0,69.0,3516.0,0.004975124378109453,0.17336683417085427,8.834170854271356
SEA-ONT,2314,19.0,2292.0,462.0,30170.0,0.008210890233362144,0.20157068062827224,13.163176265270506
SEA-ORD,4951,37.0,4896.0,903.0,69332.0,0.007473237729751565,0.18443627450980393,14.1609477124183
SEA-PDX,6204,36.0,6167.0,969.0,52417.0,0.005802707930367505,0.15712664180314578,8.499594616507215
SEA-PHL,1090,12.0,1074.0,226.0,15733.0,0.011009174311926606,0.21042830540037244,14.648975791433893
SEA-PHX,7001,27.0,6962.0,1383.0,87583.0,0.003856591915440651,0.19864981327204825,12.580149382361391
SEA-PIT,435,1.0,433.0,82.0,3720.0,0.0022988505747126436,0.18937644341801385,8.591224018475751
SEA-PSC,2332,8.0,2322.0,301.0,20831.0,0.003430531732418525,0.12962962962962962,8.97114556416882
SEA-PSP,1469,11.0,1455.0,213.0,12357.0,0.007488087134104833,0.1463917525773196,8.49278350515464
SEA-RDD,183,0.0,183.0,30.0,1309.0,0.0,0.16393442622950818,7.1530054644808745
SEA-RDM,1717,10.0,1702.0,219.0,15340.0,0.005824111822947,0.12867215041128086,9.012925969447709
SEA-RDU,837,7.0,827.0,135.0,7599.0,0.008363201911589008,0.16324062877871826,9.18863361547763
SEA-RNO,807,6.0,800.0,117.0,6528.0,0.007434944237918215,0.14625,8.16
SEA-RSW,154,1.0,153.0,40.0,2192.0,0.006493506493506494,0.26143790849673204,14.326797385620916
SEA-SAN,4680,22.0,4649.0,791.0,43288.0,0.004700854700854701,0.1701441170144117,9.311249731124972
SEA-SAT,516,1.0,514.0,104.0,5324.0,0.001937984496124031,0.20233463035019456,10.357976653696499
SEA-SBA,364,3.0,360.0,49.0,2673.0,0.008241758241758242,0.1361111111111111,7.425
SEA-SBP,246,0.0,246.0,33.0,2027.0,0.0,0.13414634146341464,8.239837398373984
SEA-SFO,6656,47.0,6604.0,1493.0,92759.0,0.007061298076923077,0.22607510599636585,14.04588128407026
SEA-SIT,312,0.0,309.0,76.0,4837.0,0.0,0.2459546925566343,15.653721682847896
SEA-SJC,4913,20.0,4891.0,739.0,41825.0,0.004070832485243233,0.15109384583929666,8.551420977305254
SEA-SLC,3684,22.0,3660.0,583.0,36762.0,0.005971769815418024,0.1592896174863388,10.044262295081968
SEA-SMF,4094,9.0,4084.0,780.0,44637.0,0.0021983390327308255,0.1909892262487757,10.929725759059746
SEA-SNA,4176,38.0,4126.0,576.0,35684.0,0.009099616858237548,0.1396025206010664,8.648570043625787
SEA-STL,796,2.0,794.0,159.0,8532.0,0.002512562814070352,0.20025188916876574,10.7455919395466
SEA-STS,496,0.0,493.0,80.0,4104.0,0.0,0.16227180527383367,8.324543610547668
SEA-TPA,1081,9.0,1067.0,216.0,11287.0,0.008325624421831638,0.20243673851921273,10.57825679475164
SEA-TUS,1036,6.0,1029.0,191.0,12198.0,0.005791505791505791,0.18561710398445092,11.854227405247814
SFB-ABE,614,1.0,613.0,148.0,11938.0,0.0016286644951140066,0.24143556280587275,19.474714518760194
SFB-ALB,94,0.0,94.0,22.0,1626.0,0.0,0.23404255319148937,17.29787234042553
SFB-ATW,151,2.0,147.0,57.0,6847.0,0.013245033112582781,0.3877551020408163,46.57823129251701
SFB-AUS,31,0.0,31.0,12.0,2147.0,0.0,0.3870967741935484,69.25806451612904
SFB-AVL,489,0.0,487.0,136.0,10893.0,0.0,0.2792607802874743,22.367556468172484
SFB-BGR,195,3.0,192.0,32.0,2688.0,0.015384615384615385,0.16666666666666666,14.0
SFB-BIS,59,0.0,59.0,9.0,401.0,0.0,0.15254237288135594,6.796610169491525
SFB-BLV,125,1.0,123.0,25.0,1736.0,0.008,0.2032520325203252,14.113821138211382
SFB-BMI,113,1.0,112.0,11.0,2107.0,0.008849557522123894,0.09821428571428571,18.8125
SFB-BNA,207,1.0,206.0,74.0,6628.0,0.004830917874396135,0.3592233009708738,32.1747572815534
SFB-CAK,99,1.0,98.0,14.0,1106.0,0.010101010101010102,0.14285714285714285,11.285714285714286
SFB-CHA,104,0.0,104.0,40.0,3030.0,0.0,0.38461538461538464,29.134615384615383
SFB-CID,139,1.0,138.0,22.0,1458.0,0.007194244604316547,0.15942028985507245,10.565217391304348
SFB-CKB,106,1.0,105.0,20.0,1818.0,0.009433962264150943,0.19047619047619047,17.314285714285713
SFB-CVG,335,0.0,334.0,96.0,9737.0,0.0,0.2874251497005988,29.152694610778443
SFB-DAY,91,0.0,91.0,19.0,1586.0,0.0,0.2087912087912088,17.428571428571427
SFB-DSM,152,0.0,151.0,59.0,4922.0,0.0,0.39072847682119205,32.59602649006622
SFB-ELM,144,0.0,144.0,23.0,1194.0,0.0,0.1597222222222222,8.291666666666666
SFB-EVV,106,0.0,104.0,25.0,1818.0,0.0,0.2403846153846154,17.48076923076923
SFB-EYW,66,0.0,66.0,4.0,304.0,0.0,0.06060606060606061,4.606060606060606
SFB-FAR,76,0.0,76.0,12.0,1087.0,0.0,0.15789473684210525,14.302631578947368
SFB-FNT,247,0.0,247.0,65.0,4394.0,0.0,0.2631578947368421,17.789473684210527
SFB-FSD,92,2.0,90.0,20.0,1293.0,0.021739130434782608,0.2222222222222222,14.366666666666667
SFB-FWA,132,0.0,131.0,25.0,1593.0,0.0,0.19083969465648856,12.16030534351145
SFB-GFK,29,1.0,27.0,6.0,2107.0,0.034482758620689655,0.2222222222222222,78.03703703703704
SFB-GPT,26,0.0,26.0,7.0,585.0,0.0,0.2692307692307692,22.5
SFB-GRR,351,1.0,349.0,76.0,7230.0,0.002849002849002849,0.2177650429799427,20.716332378223495
SFB-GSO,20,0.0,20.0,7.0,528.0,0.0,0.35,26.4
SFB-GSP,104,1.0,103.0,29.0,2134.0,0.009615384615384616,0.2815533980582524,20.718446601941746
SFB-HGR,107,1.0,106.0,26.0,2497.0,0.009345794392523364,0.24528301886792453,23.556603773584907
SFB-HTS,131,1.0,130.0,34.0,2235.0,0.007633587786259542,0.26153846153846155,17.192307692307693
SFB-IAG,60,1.0,59.0,9.0,541.0,0.016666666666666666,0.15254237288135594,9.169491525423728
SFB-ICT,36,1.0,35.0,7.0,435.0,0.027777777777777776,0.2,12.428571428571429
SFB-IND,211,0.0,211.0,59.0,5433.0,0.0,0.2796208530805687,25.748815165876778
SFB-LAS,23,0.0,23.0,2.0,94.0,0.0,0.08695652173913043,4.086956521739131
SFB-LCK,144,1.0,142.0,39.0,2711.0,0.006944444444444444,0.2746478873239437,19.091549295774648
SFB-LEX,211,0.0,209.0,48.0,4497.0,0.0,0.22966507177033493,21.516746411483254
SFB-LIT,64,0.0,62.0,23.0,1348.0,0.0,0.3709677419354839,21.741935483870968
SFB-MDT,245,1.0,244.0,43.0,2794.0,0.004081632653061225,0.1762295081967213,11.450819672131148
SFB-MEM,113,0.0,113.0,30.0,1687.0,0.0,0.26548672566371684,14.929203539823009
SFB-MFE,102,1.0,101.0,21.0,1421.0,0.00980392156862745,0.2079207920792079,14.069306930693068
SFB-MLI,90,0.0,90.0,10.0,789.0,0.0,0.1111111111111111,8.766666666666667
SFB-MOT,11,0.0,11.0,2.0,133.0,0.0,0.18181818181818182,12.090909090909092
SFB-OKC,24,0.0,24.0,8.0,289.0,0.0,0.3333333333333333,12.041666666666666
SFB-OMA,90,1.0,89.0,12.0,872.0,0.011111111111111112,0.1348314606741573,9.797752808988765
SFB-ORF,97,0.0,97.0,24.0,2012.0,0.0,0.24742268041237114,20.742268041237114
SFB-OWB,43,0.0,43.0,7.0,1251.0,0.0,0.16279069767441862,29.093023255813954
SFB-PBG,145,2.0,142.0,23.0,1883.0,0.013793103448275862,0.1619718309859155,13.26056338028169
SFB-PIA,104,1.0,103.0,23.0,1208.0,0.009615384615384616,0.22330097087378642,11.728155339805825
SFB-PIT,130,0.0,130.0,40.0,3108.0,0.0,0.3076923076923077,23.907692307692308
SFB-PSM,121,1.0,118.0,22.0,1597.0,0.008264462809917356,0.1864406779661017,13.533898305084746
SFB-PVU,90,1.0,88.0,40.0,2468.0,0.011111111111111112,0.45454545454545453,28.045454545454547
SFB-RFD,119,0.0,119.0,29.0,2265.0,0.0,0.24369747899159663,19.03361344537815
SFB-RIC,65,1.0,64.0,19.0,1212.0,0.015384615384615385,0.296875,18.9375
SFB-ROA,107,1.0,106.0,33.0,3378.0,0.009345794392523364,0.3113207547169811,31.867924528301888
SFB-ROC,53,0.0,53.0,12.0,1111.0,0.0,0.22641509433962265,20.962264150943398
SFB-SBN,145,0.0,143.0,34.0,4222.0,0.0,0.23776223776223776,29.524475524475523
SFB-SDF,125,0.0,125.0,27.0,1586.0,0.0,0.216,12.688
SFB-SGF,143,0.0,141.0,30.0,2090.0,0.0,0.2127659574468085,14.822695035460994
SFB-SHV,24,0.0,24.0,3.0,193.0,0.0,0.125,8.041666666666666
SFB-SWF,60,0.0,60.0,11.0,634.0,0.0,0.18333333333333332,10.566666666666666
SFB-SYR,102,0.0,102.0,28.0,1800.0,0.0,0.27450980392156865,17.647058823529413
SFB-TOL,105,0.0,105.0,22.0,2911.0,0.0,0.20952380952380953,27.723809523809525
SFB-TRI,106,1.0,104.0,35.0,2880.0,0.009433962264150943,0.33653846153846156,27.692307692307693
SFB-TUL,107,0.0,107.0,21.0,1351.0,0.0,0.19626168224299065,12.626168224299066
SFB-TVC,63,1.0,61.0,9.0,1070.0,0.015873015873015872,0.14754098360655737,17.540983606557376
SFB-TYS,536,2.0,533.0,151.0,10148.0,0.0037313432835820895,0.28330206378986866,19.03939962476548
SFB-USA,219,4.0,214.0,64.0,3779.0,0.0182648401826484,0.29906542056074764,17.6588785046729
SFB-XNA,134,0.0,134.0,35.0,3629.0,0.0,0.26119402985074625,27.082089552238806
SFO-ABQ,475,4.0,471.0,98.0,8102.0,0.008421052631578947,0.208067940552017,17.201698513800423
SFO-ACV,999,28.0,964.0,193.0,19330.0,0.028028028028028028,0.20020746887966806,20.051867219917014
SFO-ANC,213,0.0,212.0,33.0,1796.0,0.0,0.15566037735849056,8.471698113207546
SFO-ASE,308,19.0,276.0,81.0,7874.0,0.06168831168831169,0.29347826086956524,28.528985507246375
SFO-ATL,3281,35.0,3239.0,585.0,45983.0,0.010667479427003962,0.1806112997838839,14.196665637542452
SFO-AUS,2029,17.0,2010.0,356.0,22753.0,0.008378511582060127,0.1771144278606965,11.319900497512437
SFO-BFL,567,4.0,562.0,79.0,9746.0,0.007054673721340388,0.14056939501779359,17.341637010676155
SFO-BIH,162,8.0,153.0,27.0,3025.0,0.04938271604938271,0.17647058823529413,19.77124183006536
SFO-BNA,637,11.0,625.0,162.0,7831.0,0.01726844583987441,0.2592,12.5296
SFO-BOI,1563,11.0,1546.0,254.0,18192.0,0.007037747920665387,0.16429495472186287,11.767141009055628
SFO-BOS,4653,54.0,4584.0,1035.0,79958.0,0.01160541586073501,0.22578534031413613,17.44284467713787
SFO-BUR,3058,58.0,2992.0,647.0,40240.0,0.01896664486592544,0.2162433155080214,13.449197860962567
SFO-BWI,569,7.0,562.0,85.0,4300.0,0.012302284710017574,0.1512455516014235,7.6512455516014235
SFO-BZN,452,3.0,448.0,110.0,6435.0,0.00663716814159292,0.24553571428571427,14.363839285714286
SFO-CLE,635,9.0,625.0,117.0,7234.0,0.014173228346456693,0.1872,11.5744
SFO-CLT,1541,13.0,1522.0,261.0,25887.0,0.008436080467229072,0.17148488830486203,17.008541392904075
SFO-CMH,354,1.0,353.0,107.0,5919.0,0.002824858757062147,0.3031161473087819,16.76770538243626
SFO-DAL,317,2.0,315.0,61.0,3639.0,0.006309148264984227,0.19365079365079366,11.552380952380952
SFO-DCA,729,4.0,720.0,99.0,5995.0,0.0054869684499314125,0.1375,8.32638888888889
SFO-DEN,5373,48.0,5312.0,1255.0,85350.0,0.00893355667225014,0.23625753012048192,16.06739457831325
SFO-DFW,3955,72.0,3864.0,873.0,94500.0,0.01820480404551201,0.22593167701863354,24.456521739130434
SFO-DTW,1455,18.0,1434.0,186.0,12932.0,0.012371134020618556,0.1297071129707113,9.01813110181311
SFO-EGE,95,1.0,94.0,24.0,1518.0,0.010526315789473684,0.2553191489361702,16.148936170212767
SFO-EUG,1014,9.0,1004.0,157.0,13173.0,0.008875739644970414,0.15637450199203187,13.120517928286853
SFO-EWR,4207,66.0,4116.0,1089.0,75127.0,0.015688138816258617,0.26457725947521865,18.25242954324587
SFO-FAT,1286,11.0,1275.0,223.0,15959.0,0.008553654743390357,0.17490196078431372,12.51686274509804
SFO-FCA,116,0.0,116.0,25.0,1308.0,0.0,0.21551724137931033,11.275862068965518
SFO-FLL,1134,14.0,1112.0,247.0,18175.0,0.012345679012345678,0.2221223021582734,16.344424460431654
SFO-GEG,646,4.0,641.0,109.0,8159.0,0.006191950464396285,0.17004680187207488,12.72854914196568
SFO-HDN,14,1.0,13.0,5.0,225.0,0.07142857142857142,0.38461538461538464,17.307692307692307
SFO-HNL,2580,37.0,2538.0,711.0,49201.0,0.01434108527131783,0.2801418439716312,19.38573680063042
SFO-IAD,2631,27.0,2599.0,597.0,40328.0,0.010262257696693273,0.22970373220469412,15.51673720661793
SFO-IAH,3116,28.0,3080.0,625.0,39111.0,0.008985879332477536,0.20292207792207792,12.698376623376623
SFO-IND,368,6.0,362.0,71.0,4948.0,0.016304347826086956,0.19613259668508287,13.668508287292818
SFO-JAC,309,9.0,298.0,75.0,4822.0,0.02912621359223301,0.2516778523489933,16.181208053691275
SFO-JFK,7441,77.0,7332.0,1487.0,116346.0,0.010348071495766699,0.20280960174577195,15.868248772504092
SFO-KOA,777,1.0,775.0,167.0,11044.0,0.001287001287001287,0.21548387096774194,14.250322580645161
SFO-LAS,5582,65.0,5512.0,1489.0,104636.0,0.011644571838050878,0.2701378809869376,18.9833091436865
SFO-LAX,11661,118.0,11538.0,2112.0,148261.0,0.01011920075465226,0.1830473218928757,12.849800658693015
SFO-LIH,536,3.0,532.0,70.0,4360.0,0.005597014925373134,0.13157894736842105,8.19548872180451
SFO-MCI,365,1.0,362.0,61.0,4075.0,0.0027397260273972603,0.1685082872928177,11.256906077348066
SFO-MCO,1238,8.0,1229.0,273.0,21204.0,0.006462035541195477,0.22213181448331978,17.25305126118796
SFO-MDW,237,2.0,234.0,72.0,6012.0,0.008438818565400843,0.3076923076923077,25.692307692307693
SFO-MFR,967,3.0,962.0,144.0,10380.0,0.0031023784901758012,0.1496881496881497,10.79002079002079
SFO-MIA,1322,6.0,1310.0,229.0,17999.0,0.0045385779122541605,0.17480916030534352,13.739694656488549
SFO-MRY,605,14.0,587.0,119.0,10883.0,0.023140495867768594,0.20272572402044292,18.540034071550256
SFO-MSN,2,0.0,2.0,0.0,8.0,0.0,0.0,4.0
SFO-MSO,104,0.0,103.0,19.0,863.0,0.0,0.18446601941747573,8.37864077669903
SFO-MSP,1899,26.0,1871.0,245.0,18833.0,0.01369141653501843,0.13094601817210047,10.06574024585783
SFO-MSY,465,6.0,459.0,111.0,6914.0,0.012903225806451613,0.24183006535947713,15.06318082788671
SFO-MTJ,43,1.0,41.0,14.0,828.0,0.023255813953488372,0.34146341463414637,20.195121951219512
SFO-OGG,1575,46.0,1526.0,301.0,22009.0,0.029206349206349208,0.19724770642201836,14.422673656618612
SFO-OMA,309,7.0,302.0,60.0,3898.0,0.022653721682847898,0.1986754966887417,12.907284768211921
SFO-ONT,1415,20.0,1394.0,251.0,17734.0,0.014134275618374558,0.1800573888091822,12.721664275466283
SFO-ORD,4797,31.0,4750.0,919.0,69800.0,0.006462372316030853,0.19347368421052633,14.694736842105263
SFO-OTH,314,1.0,306.0,76.0,4717.0,0.0031847133757961785,0.24836601307189543,15.415032679738562
SFO-PDX,3354,29.0,3325.0,598.0,39270.0,0.0086463923673226,0.17984962406015037,11.810526315789474
SFO-PHL,1384,13.0,1369.0,235.0,15418.0,0.00939306358381503,0.17165814463111762,11.262235208181155
SFO-PHX,4295,20.0,4270.0,864.0,62365.0,0.004656577415599534,0.20234192037470727,14.605386416861826
SFO-PIT,475,1.0,473.0,64.0,3736.0,0.002105263157894737,0.13530655391120508,7.898520084566596
SFO-PSC,599,1.0,594.0,114.0,9060.0,0.001669449081803005,0.1919191919191919,15.252525252525253
SFO-PSP,2577,26.0,2546.0,462.0,34756.0,0.010089251067132324,0.1814611154752553,13.65121759622938
SFO-RDD,963,10.0,952.0,166.0,17680.0,0.010384215991692628,0.17436974789915966,18.571428571428573
SFO-RDM,1165,11.0,1150.0,200.0,17866.0,0.00944206008583691,0.17391304347826086,15.535652173913043
SFO-RDU,656,4.0,651.0,97.0,5908.0,0.006097560975609756,0.1490015360983103,9.075268817204302
SFO-RNO,1380,17.0,1360.0,217.0,16050.0,0.012318840579710146,0.15955882352941175,11.801470588235293
SFO-RSW,21,1.0,20.0,6.0,517.0,0.047619047619047616,0.3,25.85
SFO-SAN,6205,68.0,6127.0,1284.0,76134.0,0.010958904109589041,0.209564223926881,12.425983352374734
SFO-SAT,364,3.0,361.0,46.0,3851.0,0.008241758241758242,0.12742382271468145,10.66759002770083
SFO-SBA,1332,28.0,1296.0,181.0,16250.0,0.021021021021021023,0.1396604938271605,12.53858024691358
SFO-SBP,1211,7.0,1198.0,252.0,18362.0,0.005780346820809248,0.21035058430717862,15.32721202003339
SFO-SDF,4,0.0,4.0,1.0,28.0,0.0,0.25,7.0
SFO-SEA,6650,55.0,6593.0,1124.0,80978.0,0.008270676691729323,0.17048384650386775,12.282420749279538
SFO-SLC,3621,32.0,3586.0,597.0,48305.0,0.00883733775200221,0.1664807585052984,13.470440602342443
SFO-SMF,950,8.0,942.0,149.0,10110.0,0.008421052631578947,0.15817409766454352,10.73248407643312
SFO-SNA,4304,38.0,4261.0,736.0,44376.0,0.008828996282527882,0.17272940624266603,10.414456700305093
SFO-SUN,202,5.0,195.0,38.0,3166.0,0.024752475247524754,0.19487179487179487,16.235897435897435
SFO-TPA,615,4.0,610.0,123.0,7869.0,0.0065040650406504065,0.20163934426229507,12.9
SFO-TUS,883,3.0,878.0,154.0,10257.0,0.0033975084937712344,0.17539863325740318,11.682232346241458
SGF-ATL,1031,3.0,1024.0,134.0,10534.0,0.002909796314258002,0.130859375,10.287109375
SGF-AZA,156,0.0,155.0,45.0,4167.0,0.0,0.2903225806451613,26.883870967741935
SGF-CLT,1057,5.0,1049.0,158.0,10535.0,0.004730368968779565,0.15061963775023832,10.042897998093423
SGF-DEN,388,2.0,385.0,73.0,7591.0,0.005154639175257732,0.18961038961038962,19.716883116883118
SGF-DFW,2519,28.0,2488.0,408.0,32999.0,0.0111155220325526,0.1639871382636656,13.263263665594856
SGF-IAH,1,1.0,0.0,0.0,0.0,1.0,,
SGF-LAS,115,0.0,115.0,40.0,3761.0,0.0,0.34782608695652173,32.70434782608696
SGF-LAX,92,0.0,92.0,40.0,2186.0,0.0,0.43478260869565216,23.76086956521739
SGF-ORD,1499,12.0,1484.0,286.0,29514.0,0.008005336891260841,0.192722371967655,19.88814016172507
SGF-PGD,98,0.0,98.0,29.0,2165.0,0.0,0.29591836734693877,22.091836734693878
SGF-PIE,167,0.0,166.0,42.0,4640.0,0.0,0.25301204819277107,27.951807228915662
SGF-SFB,143,0.0,143.0,44.0,3990.0,0.0,0.3076923076923077,27.902097902097903
SGF-VPS,59,2.0,57.0,19.0,1618.0,0.03389830508474576,0.3333333333333333,28.385964912280702
SGU-DEN,626,5.0,618.0,148.0,12782.0,0.007987220447284345,0.23948220064724918,20.68284789644013
SGU-DFW,147,1.0,144.0,32.0,2169.0,0.006802721088435374,0.2222222222222222,15.0625
SGU-PHX,517,0.0,516.0,79.0,5456.0,0.0,0.15310077519379844,10.573643410852712
SGU-SLC,1326,2.0,1324.0,97.0,8447.0,0.0015082956259426848,0.07326283987915408,6.3799093655589125
SHR-DEN,641,7.0,630.0,91.0,8469.0,0.0109204368174727,0.14444444444444443,13.442857142857143
SHV-ATL,1023,5.0,1015.0,153.0,17113.0,0.004887585532746823,0.15073891625615762,16.860098522167487
SHV-CLT,726,5.0,718.0,117.0,10191.0,0.006887052341597796,0.16295264623955433,14.19359331476323
SHV-DFW,1880,35.0,1841.0,375.0,37313.0,0.018617021276595744,0.20369364475828355,20.267789244975557
SHV-LAS,104,0.0,104.0,43.0,2854.0,0.0,0.41346153846153844,27.442307692307693
SHV-LAX,24,1.0,23.0,16.0,1343.0,0.041666666666666664,0.6956521739130435,58.391304347826086
SHV-SFB,24,0.0,24.0,5.0,380.0,0.0,0.20833333333333334,15.833333333333334
SHV-VPS,18,1.0,17.0,4.0,444.0,0.05555555555555555,0.23529411764705882,26.11764705882353
SIT-JNU,727,17.0,699.0,78.0,5356.0,0.023383768913342505,0.11158798283261803,7.662374821173104
SIT-KTN,365,5.0,358.0,38.0,2920.0,0.0136986301369863,0.10614525139664804,8.156424581005586
SIT-SEA,311,0.0,311.0,52.0,4938.0,0.0,0.16720257234726688,15.877813504823152
SJC-ATL,783,2.0,778.0,67.0,6219.0,0.002554278416347382,0.08611825192802057,7.993573264781491
SJC-AUS,1577,10.0,1563.0,326.0,18909.0,0.0063411540900443885,0.20857325655790146,12.0978886756238
SJC-BNA,178,0.0,178.0,30.0,1264.0,0.0,0.16853932584269662,7.101123595505618
SJC-BOI,811,0.0,810.0,131.0,7633.0,0.0,0.1617283950617284,9.423456790123456
SJC-BOS,177,5.0,170.0,75.0,6976.0,0.02824858757062147,0.4411764705882353,41.03529411764706
SJC-BUR,2952,56.0,2890.0,414.0,23576.0,0.018970189701897018,0.14325259515570934,8.157785467128027
SJC-BZN,2,0.0,2.0,0.0,6.0,0.0,0.0,3.0
SJC-CLT,2,0.0,2.0,0.0,19.0,0.0,0.0,9.5
SJC-DAL,659,10.0,646.0,123.0,6191.0,0.015174506828528073,0.19040247678018576,9.58359133126935
SJC-DEN,2825,31.0,2783.0,444.0,26347.0,0.010973451327433627,0.1595400646784046,9.467121810995328
SJC-DFW,1280,14.0,1260.0,220.0,18317.0,0.0109375,0.1746031746031746,14.537301587301588
SJC-EUG,365,0.0,365.0,58.0,2733.0,0.0,0.1589041095890411,7.487671232876712
SJC-GEG,534,0.0,534.0,87.0,4832.0,0.0,0.16292134831460675,9.04868913857678
SJC-HNL,1418,2.0,1414.0,272.0,16850.0,0.0014104372355430183,0.19236209335219237,11.916548797736917
SJC-HOU,356,0.0,353.0,66.0,3818.0,0.0,0.18696883852691218,10.81586402266289
SJC-IAH,353,2.0,347.0,33.0,2307.0,0.0056657223796034,0.09510086455331412,6.648414985590778
SJC-JAC,2,0.0,2.0,2.0,71.0,0.0,1.0,35.5
SJC-JFK,194,8.0,186.0,79.0,9218.0,0.041237113402061855,0.42473118279569894,49.55913978494624
SJC-KOA,661,1.0,659.0,63.0,3388.0,0.0015128593040847202,0.09559939301972686,5.141122913505311
SJC-LAS,4304,86.0,4216.0,833.0,50765.0,0.019981412639405203,0.1975806451612903,12.041034155597723
SJC-LAX,5009,6.0,5000.0,574.0,37741.0,0.0011978438810141745,0.1148,7.5482
SJC-LGB,1362,5.0,1357.0,186.0,9823.0,0.003671071953010279,0.13706705969049374,7.238761974944731
SJC-LIH,457,0.0,455.0,78.0,3943.0,0.0,0.17142857142857143,8.665934065934065
SJC-MDW,539,2.0,536.0,82.0,3956.0,0.0037105751391465678,0.15298507462686567,7.380597014925373
SJC-MSP,432,3.0,429.0,40.0,3537.0,0.006944444444444444,0.09324009324009325,8.244755244755245
SJC-OGG,1106,9.0,1093.0,191.0,11164.0,0.0081374321880651,0.1747483989021043,10.21408966148216
SJC-ONT,1533,13.0,1520.0,232.0,13200.0,0.008480104370515329,0.15263157894736842,8.68421052631579
SJC-ORD,116,0.0,116.0,6.0,1095.0,0.0,0.05172413793103448,9.439655172413794
SJC-PDX,2744,13.0,2727.0,371.0,21257.0,0.0047376093294460644,0.13604693802713605,7.795012834616795
